comment,sentiment
太多人无法确诊了…………看看话题“肺炎患者求助”，真实的就是死在家里，不算数字，密切接触者也得不到隔离,0
大大：遏制疫情当前重中之重！一步步来，谁都跑不掉，相信党中央[武汉加油],1
2020年，最大问题，物资去哪了，CCTV10带您解密[doge],0
太多人无法确诊了…………看看话题“肺炎患者求助”，真实的就是死在家里，不算数字，密切接触者也得不到隔离,0
北京的防护现在真的跟不上，这么多流动人口，管的太松了,0
请问“国家赔偿法”有没有名誉赔偿？如果有，我愿意成为吹哨人02号！如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言！ ???,0
不搞五大诉求 拒绝颜色革命 拒绝任何分裂祖国的言论 我发声是为了让它变得更好 不是希望它被破坏  不要成为敌人的枪 不要成为刺向自己人的那一把剑 ???,0
应该给他立尊雕像，就屹立在武汉市政府正门口，提醒武汉乃至所有的政府，永远记住这一惨痛的教训，永远敬畏脚下这一方大地上的每条生命，永远保持尊重科学实事求是的基本执政理念。 李文亮医生，和每个疫情中失去的生命，都不应被忘记！ 为什么我的眼里常含泪水？ 因为我对这土地爱得深沉…… ???,1
现在各路牛鬼蛇神都跑出来了，带节奏带的飞起。需要检讨需要反思需要行动，但有些人妄想分裂我的祖国[微笑]我告诉你，你坟头长草不可能都见到这种事,0
把抢救全过程公示出来。我们看不懂不要紧，还有那么多医生能看懂，看看你们是真正抢救还是为了领导为了舆论作秀！！！！！,0
老实说，我不太相信你给的数字，毕竟你连一个人的死亡时间都可以欺瞒了[微笑],0
现在香港论坛和推特上全都是这件事如何带节奏的教程贴，越是这个时刻，越是大家需要冷静，不要轻易成为集体狂欢的一份子，常常这样做的后果是被别有用心的人利用。,1
不敢高声语 恐惊天上人,0
中肯的评论：大家一定要保持脑子清醒，不能被别有用心的人利用了，国家在努力的抗疫，再尽最大努力的救武汉病人，防止武汉外的人感染，不能因为李文亮英雄的死就迁怒许多，甚至攻击人民日报，相信国家会给李文亮一个公道，相信疫情过后，那些武汉不作为的官一个个都不会好过，致敬英雄????,1
如果没有质疑的权力，赞美有何意义？,1
下雪了，不能为你撑伞，李医生一路好走。愿我们彼此善良，彼此诚实，永不相忘。,1
钟南山说临床一定要规规矩矩走完流程  不要着急临床  加油。,1
李文亮医生平反！,1
救救汉川!作为全国疫情最严重的县级市，占孝感地区税收超过四分之一的汉川，本身医疗条件落后全市仅一家三乙医院，一直以来是孝感市代管，现在还被孝感市卡着医疗资源不发放   感染和死亡人数每天都在增加(到昨天感染449例死亡12人，全孝感市一共死亡人数也只有25人),0
真相第一条 就是李文亮医生没有造谣 你们知道吗 他去世了知道吗！,0
已经分不清流感和冠状病毒了...[泪],0
[嘻嘻]又让酒精消毒，又让戴口罩，但是政府又管控全供给给一线。有意思吗？,0
……这什么时候是个头啊 一直关着也不是个事,0
很棒啊！一天天的看到希望[爱你],1
请重视真正中医的发展，不是西医制度下培养出来的，而是真正用中医的世界观去培养出来的，保护国之珍宝,1
如果只是轻症患者，有能力的话自发组织一下打扫卫生，现在这个时候，人力物力都紧张，互相理解吧,1
评论里嫌弃环境不好的，麻烦把你家的城堡捐出来给大家住呗，记得要配好医生哦[嘻嘻],0
有时候 我在想 有些人 总是要在孤独中积蓄力量 熬过一段不为人知的艰难岁月 然后就像火车驶出隧道 温暖和光明一下子扑面而来 你才发现 原来世界可以如此和颜悦色,1
好人应该得到奖赏，坏人必须严惩,1
大家是疯了吗 听风就是雨吗[疑问] 能不能用点脑子[疑问] 确实是这位医生最早发现上报的啊 你们有毒啊[疑问],0
某社区工作人员上面将抗疫前线不幸感染的医生家的猫强行夺去活埋，事后还说什么“你的心情我们理解，特殊时期请你理解”……这个事情人日点评一下呗？社区工作人员这是遵循谁的政策指示啊？把他挂出来呗？,0
别说了，就问十号返工怎么办。返工必流动。,0
今天出去了2小时，口罩戴的我鼻梁疼，眼睛??好像也缺氧了，很不舒服，想想这些医务人员这一身行头，该有多辛苦啊！致敬！,1
中国速度[赞][赞][赞][赞]中国加油 中国必胜！,1
[武汉加油]感谢各省同胞支援，武汉人民感谢你们，疫情重区的冬天，因为有你们，很温暖。这几天看到各省同胞支援的消息真的超级感动。等我们好了，欢迎各省同胞来看看，我们带你们去吃油焖大虾，热干面，去逛江滩，坐轮渡，去看看江湖人间烟火气。我们会乖乖呆在家里，绝不给社会添麻烦,1
医护人员真的真的辛苦了！！！！感恩！！！！你们值得每一份美好！！！！,1
雷神山医院地址 就是第七届军人运动会的军运村附近 运动员的饭堂也是当时建筑工人的饭堂,1
湖北省孝感汉川（紧邻汉口，汉阳两镇，人口才一百一十多万的县级市），2月5日公布数据（确症449死亡12治愈2），一夜之间暴增120例确症！市里没有一个三甲医院，市zf防范措施也相当迅速到位但无奈医疗人员，物资紧缺！,0
广水市二医院（广水两家接收新型冠状病毒肺炎患者医院之一）医用防护面罩、医用护目镜、防护鞋套等许多物品的库存数量都是“0”。[泪][泪][泪]广水感染人数没有实时更新，但随州市（总人口220万）最新数据为834例，感染率仅次于武汉，但随州市仅有一家三甲医院，广水市仅有两家二甲医院。救救广水。,0
沈阳扣了青岛物资。。[跪了] ???沈阳扣了青岛物资。。[跪了] ???沈阳扣了青岛物资。。[跪了] ???沈阳扣了青岛物资。。[跪了] ???沈阳扣了青岛物资。。[跪了] ???沈阳扣了青岛物资。。[跪了] ???!!!!!顶我上去!,0
来看到有人问江苏为啥每天稳定在三十几左右是不是瞒报[二哈]怕不是智商税？...江苏医疗条件真的不差，十三个市措施都有到位而且管控的很严，而且行政效率高，疫情刚开始那段时间我就看到了武汉来苏的人员登记表[二哈]江苏管控到位当然新增人数算少的，但还是希望江苏挺住最后可以0增加[加油],1
随州人口220万，感染了834人，感染率全国第二，希望得到物资医护的支援,0
大康康随州啊，210万人口800? 确诊，每天都要加一百人口，感染率仅次于武汉，曾都区情况紧急，全市只有一个三甲医院，前面借楼的能否让随州求救插入一楼，一楼就行！,0
不好意思借个楼：大理病例又不多，居然抢重庆市政府自讨腰包买的物资还有湖北黄石的物资，作为一个暴民看清楚了自己的底牌，在我这里大理卫健委铁狼一群好吗？好人别鱼给我查杀他们#大理请把口罩还给重庆# ,0
重庆政府自己贷款采购的境外598箱医疗物资，大理直接扣押征用，不仅重庆还有多地的医疗物资，目无王法！#大理市政府征用口罩#,0
我只想说医护人员真的真的辛苦了！！！！感恩！！！！,1
给河南点物资和医疗吧！信阳南阳驻马店求99小地方医疗卫生条件差连口罩都买不到，河南的南大门快失守了,0
孝感的情况一直很严重，但是比起物资大规模去武汉，黄冈一直上热搜，孝感根本就没有得到应有的重视，现在孝感感染病例反超黄冈位居第二，死亡率我也是服了，孝感什么时候才能被重视,0
对不起，占个楼，心中气愤#大理市政府征用口罩#欢迎进来，让更多的人知道，大理卫健所征用重灾区医护人员的物资，然后发给房地产公司3万个,0
这也太可怕了吧 15秒就被感染了……,0
传染性这么强的疫病，当初是怎么得出不会传染人，可防可控的结论的,0
大理，你摊上事了，你摊上大事了！灾难下光天化日明抢啊,0
已经有没戴口罩在一个摊位前共同驻足15秒被传染的案例，所以必须戴口罩??！必须必须必须,0
大理卫健委非法扣押使用重庆市新型冠状病毒感染的肺炎疫情防控工作领导小组医疗物资保障组委托购买的应急物资[微笑]这是给重庆和黄石的，我们都是重灾区了，也下的去手,0
请大理政府归还扣押重庆黄石采购的口罩[感冒][感冒][感冒],0
大家关注一下孝感汉川吧，县级市连三甲医院都没有，孝感管辖范围疫情灾害最严重的地区，救救汉川吧??????,0
#大理请把物资还给湖北黄石# 黄石确诊509例[泪]你抢的不是口罩而且湖北黄石人民的血[泪][泪][泪],0
这批口罩9件共598箱30多万个，是重庆政府这边牵头黄石商会和企业委托重庆政府购买的，黄石作为低一级的市，在武汉自顾不暇的情况下找到重庆，并且成功的在国外采购到口罩，却被这种东西拦截了。大理那边还耍赖皮说都发完了，赔钱给你要不要，我特么流氓吗,0
重庆被大理截留的口罩9件共598箱30多万个，其中一部分还是重灾区湖北黄石委托重庆政府帮忙采购的。湖北黄石作为地级市，在武汉自顾不暇的情况下找到重庆帮忙，重庆政府发动全球朋友圈成功在国外采购到口罩，却被大理拦截了。大理那边还耍赖皮说都发完了，赔钱给你要不要，而且赔偿还让重庆交证明材料。,0
疗物资？而且里面还包括了重灾区湖北省黄石的物资！有法可依吗[疑问]是欺负我们重庆在直辖市里最弱吗 今天能截重庆的明天是不是要截北京的了[怒],0
县级市直接截直辖市的救急医疗物资？有法可依吗[疑问]是欺负我们重庆在直辖市里最弱吗 今天能截重庆的明天是不是要截北京的了[怒],0
怎么我们辽宁还被重庆大理给淹没了，还想互通下消息阿[悲伤],0
刚百度了一下，国产002航母造价50亿美元，合到人民币350，那几个吃野味的憨比可能干掉了2艘航母，还不算疫情之外的经济损失和国际影响。[怒][怒][怒],0
CT对肺炎的诊断是100%！做为医者应该知道！为什么没有核酸检测就不能收入院？！肺炎符合住院条件。至于是否是新冠，如疑似住院甄别，别耽误治疗！,0
我们感到很痛苦，很揪心、很痛苦,0
真的不止这么多，在网上看到那么多求助无门的患者真的挺心酸……,0
坐标武汉，我爷爷奶奶74岁了双肺感染发烧多天，今天去医院医生说没有名额做核酸检测了，没有检测就住不了院。实在是走头无路了，社区说‘国家都没办法解决，我们怎么解决’,0
老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩老百姓没有口罩,0
这时候敢说出这话，感觉对局势似乎有点把握，但愿吧，加油！,1
外婆已经是重症肺炎了，麻烦快点让她住院吧[泪][泪][泪]轻症拖成重症真的等不起了[泪][泪][泪][泪][泪],0
希望言出必行！每个人的生命都很珍贵！中国加油！,1
报道称，早在去年12月8日，华南海鲜市场就发现数例新型冠状病毒感染的肺炎患者，可直到今年1月1日才关闭这个市场。在这22天中，可能有很多市民被感染。那么，到底是什么原因导致防控疫情的最佳时机错失，最终酿成如此重大公共卫生事件，真相到底是什么。 ???,0
没有口罩的请举手，！！！！,0
发国难财的人 希望病魔缠身早日战胜你[微笑],0
淘宝的口罩价格不管管吗,0
都这种时候了，还聚众打牌，真的不怕死吗[允悲],0
我朋友一家今天去做了核酸测试 但是最快两天后才能确诊，可是他爸爸撑不到那时候了，已经手脚发紫供养不足了，我朋友的大伯因为得不到及时治疗已经去世了[泪]坐标武汉市硚口区韩家墩街道南泥湾社区，威胁社区尽快安排住院[泪][泪]不知道还有什么办法了，为了有确诊资格花了一个多星期了拖不起了，求顶,0
这几天看到好几起隐瞒自己确诊感染还外出聚会的神经病，必须严惩这些愚昧法盲！这属于危险方法危害公共安全罪，是十年起步的，这个罪名比故意杀人要重,0
红十字会的钱吐出来没有？,0
关注下河南两个紧邻武汉的南阳和信阳吧！！两个地级市都一百多例了…,0
都花了多少钱了 就不能把吃野味写入刑法吗？操他大爷的 全国经济都拖累了,0
我现在想骂人 武汉武汉还是武汉 其他地方就不值得中国zf看一看吗？湖北除了武汉基本都是没物资，河南信阳现在中心医院屁都没有了，和武汉接壤确诊接近200例四线小城市。不管你骂我喷我黑我我还是要说 生命是平等的 武汉之外的生命也是生命,0
请尽快落实啊 湖北可是重灾区[泪],0
中央对湖北，真还没啥说！疫情这漫决，别忘得追责！,0
这个季节中暑晕倒！可想而知每天带这个防护服有多辛苦！向他们致敬,1
这场疫情过去以后，这些一线的医护人员身体严重透支[泪][泪]好害怕都累倒下了,1
买不到真的，假的也买不到[泪],0
这个时候卖假口罩的真的不觉得丧良心吗？一旦有人用了，那可能是要丢掉生命的,0
病毒我求求你赶紧走吧！！大家还要上班上学呢！,0
这种情况很无奈，只能祈祷孩子可以挺过去,0
今天又是骂吃野味的一天呢,0
现在但凡发烧，有点小咳嗽，都害怕的不行[允悲][允悲][允悲],0
再在家待下去什么症状都有了,0
看我们信阳吧！上学的城市就像第二个家 现在都变成重灾区了[悲伤],0
终于开始发河南紧缺物资了，我们向你们求助[泪][泪]信阳今天大爆发，新增26人，一线缺物资，谢谢你们[泪][泪],0
积极面对比消极等死要高尚数百倍，愿此刻批评和鼓励的声音都是为了这个国家好起来，而不是落井下石和奚落,1
能不能多投放点普通市民能用的口罩？??,0
广东破千了啊[泪][泪][泪]能不能延迟复工和开学[泪][泪]??????,0
第二重灾区真的不考虑考虑延迟复工吗[允悲]能在家办公的就在家办公啊，广州地铁太可怕了,0
看到一省包一市好感动，08年的时候国家就是这样帮助我们四川的，我们市当时是福建帮的，我读的小学初中也是福建援建的，小的时候不懂学校顶楼树的福建援建什么意思，知道后真的很感动，国家很好呢，人民很好，国家取得那么多成就不是一个充满贪官污吏，自私自利的国度能够做到的，自己心智坚定点,1
对不起大家，麻烦大家了,1
只要还有一粒米，不往人多地方挤；只要还有一滴油，待在屋里不露头，只要还有一根葱，不往菜市场里冲；只要还有一口气，待在家里守阵地。我在家，我骄傲，我为祖国省口罩[二哈][二哈][二哈],1
中央还是牛逼，像极了读书时一对一的帮助[笑cry],1
这就是我们制度的优越性，集中力量办大事喷子们，睁开你们钛合金狗眼好好看看吧,1
山东对口支援的黄冈[赞]，我大山东棒棒的,1
天哪！一省包一市[泪]好想哭[泪],1
分到山东的那个市一定很幸福,1
如果可以，等疫情结束了，希望国家在武汉给这些英雄办一次集体的追悼会，不管身在何地，都会来为他们送行，真心的感谢他们????,1
虽然我想上学 但是要让我立即上学 我还是不愿意去,1
鄂州情况也很糟糕，感染率超千分之一。鄂州是陆地最小地级市，葛店区与武汉通地铁，大量人在武汉务工上学。作为武汉的卫星城，平时生病也是去武汉看病，本地医疗资源很差。[泪][泪],0
孝感太难了，一个地级市全国第二，孝感代管的汉川也太难了，一个连三甲都没有的小地方确诊六百多，医院少，资源少，医护人员异常艰辛，汉川医院今天还有个护士妹妹晕倒抢救，真的好心痛[泪],0
毕竟体内有大量抗体 确实有用 希望有康复患者能挺身而出,1
是我我会乐意的，毕竟我的治疗费也是国家出，献点血而已。,1
我一直以为这次比sars症状轻[二哈]这么一对比才发现其实是技术医术等各方面的进步,1
一会儿说没有萨斯严重，一会儿说又比萨斯难治，看不懂了[汗],0
看来这个病毒有点复杂  一定要做好防护,0
建议全国人大修改《刑法》、《传染病防治法》相关条文，对严重失职渎职、导致传染病传播或者流行、情节特别严重、给国家和人民造成巨大危害的，大幅度提高量刑标准。   ???,0
看看山西的痊愈率，再看看我们山西吕梁的治愈率几乎100%，基本靠中医药，老祖宗留下的医学文化确实值得传承，全国推广吧。,1
啥也不说了，中国加油，向天祈福，同舟共济，尽我们所能去支援全国各地的医护人员，让我们团结在一起做他们的坚强后盾，愿疫情早日过去 [心],1
提高医务人员的收入水平，也是更好服务大众的一种鼓励，非常提倡！！！,1
数字越透明才好 不可怕，数据逐渐接近真实，希望那些在家自隔离的人都被收治[加油][加油][加油],1
我已经住院13天，目前核酸检测已经转阴，过几天应该就能出院了，我真的非常非常非常愿意捐献血浆！终于可以做点什么了[泪],1
其实我真的觉得国家已经做的很好了。几千个亿免费给治疗 不需要你花一分钱  每天不重样的给医护和病患搭配三餐   全国加一起已经开除700多个 监督不到位的??官  还有很多为人民做事的 我们本来什么忙都帮不上 这个时候就不要再跟风起哄， 给国家添乱了。,1
这次瘟疫让我们再次感受到了中华民族的团结，加油加油[心][心],1
中华儿女多奇志，敢叫日月换新天。,1
数据多，不是最可怕的，只要真实，不要漏掉，终究可以彻底消灭的，加油??！,1
数据逐渐接近真实，希望那些在家自我隔离的人，已经基本都被收治了,1
这就是把大部分疑似病例确诊了 以后数据肯定每天不过几百了吧？,1
猛一看吓人，其实是诊断标准变了，按照原标准其实还降了。这样也好，实事求是。,1
看到这个数据 老子双腿发软 双眼发黑[拜拜],0
啥也不说了，中国加油，向天祈福，同舟共济，尽我们所能去支援全国各地的医护人员，让我们团结在一起做他们的坚强后盾，愿疫情早日过去 [心],1
河南如果不是离湖北最近，应该会保护的很好的，诶，希望越来越好吧,1
志愿者义务劳动完，还不许人家拍个照？,1
别折磨基层工作者了……既然不是医用那也别处罚人家了,1
突然增加这么多是好事，说明前期好多自行在家隔离得不到确诊和治疗的人都得到治疗了，接下来很快确诊病例会出现下降，加油湖北，加油我们的逆行者,1
辛苦你们这些不怀好意的人每天编造一个造谣热点来带节奏了 不过国家做的努力我们都看得见 无论你是gd td lunzi 大多数中国人不会再被你们舆论带偏 少数人会一时不理智跟风说一些偏激的话 但国家终归会战胜疫情 团结奋进,1
我们自以为高的泪点，永远屈服于这些平凡的人、这些高尚的灵魂、这些发着亮光的人性，你们惊艳了时光，温暖了岁月，感人泪目。,1
之即来来之能战战之必胜[赞][赞][赞],1
相信国家，相信医生，相信军队！,1
三问不知唐某红， 准备不足邱某新， 人不传人高蝙蝠，不知后台赵某山，任拿口罩鄂A车，八面来财红某字，模范夫妻病毒所，物资充足王某东； 等待授权周某旺， 深感内疚马某强， 可控可防王某发， 点读机器蒋某良， 治病神药双黄连。,1
应急当前，勇挑重任，湖北人民欢迎您！,1
相信湖北很快会恢复，热干面，我们等你回来！[给你小心心][给你小心心][给你小心心],1
当年汶川也是如此对接[good]政策不错,1
湖北主要领导调整的传言坐实，希望这位国际化大都市过去的市长，能很快转变湖北官场的僵硬与肠梗阻，以雷霆万钧作风，彻底扭转疫情蔓延局面。中国的体制，你还不得不佩服人的重要性，尽管人民群众力量是无穷的，但关键时刻关键的人还是特别特别的杠。现在，我要真心说一声：武汉加油，我们都在看你！,1
支持支持！！！昨天开的会感觉有点东西,1
中国不惹事 也不会怕事 望周知[微笑],1
等你回家[心],1
医务人员这是参加了一场没有硝烟的战争，应该跟军人同等待遇,1
重庆zf闷声做事 支援湖北也是低调的整[good]从不买热搜[允悲],1
不过也希望国家能重视一下普通人，现在还买不到口罩[可怜],0
希望好消息越来越多,1
谢谢全国各地对湖北的帮助，我们都铭记于心，谢谢[心]   希望疫情过后，如约而至的不止是春天，还有平安的你！,1
公开透明是好事情 但希望数字尽快下降吧！,1
西藏治愈率100%！！！,1
河南作为疫情重灾区，全省中学17号真的要开学吗 ?河南！,0
昨天治愈人数740左右，估计今天能达到800，但目前每天新增确诊患者2000多…期待治单日愈人数早日超过单日确诊人数,1
我是一名高校老师，关心的是：如何操作！一万多学生的学校，宿舍六人间，教室也不可能单人单座，还要挤食堂。隔离的话去哪里，如何操作？,0
学生要是染上一个估计一个学校都要完的[作揖][作揖],0
咋隔离？宿舍人口密度那么大。一个感染，整栋应该都没了...,0
学校里怎么隔离[允悲][允悲],0
这是学校的措施，高校老师哪有什么决定权。我爹现在每天戴着老花眼镜研究怎么开互动课翻转课，还要弄直播[失望]可问题是他有两门实验课根本没办法开网课，教务办只管下命令，也不考虑一下实际情况,0
这届大四太惨了[跪了]高考第一次考全国卷 好不容易快大学毕业了，现在又出这个事情...毕业论文都没法搞，线下招聘会也没有...55555本来找工作就好难了,0
别说就业了，这样下去毕业都是个问题……,0
拉倒吧，到学校层面学校会想方设法让你转走档案的，因为影响就业率,0
今年能不能别拿就业率这个事情压学校了呢 这个政策不变 其他宽松都是零 所谓放两年档案那个政策一直都有 但统计的时候从来只看当年的,0
我记得档案一直以来就可以留校两年吧 但是辅导员会疯狂催促你签三方 毕业把档案打走到人才 绝对不让放学校 影响学校就业率[微笑],0
今年是很特殊的一年，高三辛苦了,1
这届美术生太难了，没有机会复读，生于非典，校考于肺炎[跪了][跪了],0
如果明星薪资持续走高，无疑是告诉人们，与其努力科研，不如尽情表演。,0
希望可以有好的政策出来吧，艺术生影响太大了,0
武汉到底多少患者啊我的天…去了那么多医护人员了,0
洪湖卖1块钱良心口罩的药房老板被重罚，这事也太魔幻了！是不是存在矫枉过正？1块钱的口罩连个人工费都挣不出来，如果这就被罚以后哪个药店敢进口罩卖口罩了？政府能给洪湖的市民配口罩吗？如果不能请解释一下，窃钩者诛，窃国者诸侯？,0
你也不用辟谣了，就公布一下现在武汉每天殡仪馆要烧多少人吧？敢公布吗？,0
武汉某小区一群人穿着防护服拿着党旗摆拍 拍完把防护服擦车然后扔掉 是什么意思？官方出来辟下谣呗！,0
16、18日好像还没开始管控吧，也没加大疫情的宣传，好多人都不重视，别说村庄了，市里面，机关都不那么重视啊，这个村有责任，但也不能全怪村庄吧,0
16日、18日两场露天宴席 别骂了……,0
一个摄影师，两个官僚主义，三套防护服,0
建议还是个人捐半年工资补偿一下比较实在，别整虚头巴脑的，不但没用还浪费物质,0
摆拍的事情怎么说？擦车可还行？[微笑][微笑],0
是不是形式主义我不知道 我只知道又踏马浪费两身防护服,0
算了吧别吹了，杭州下面的余杭区要独立了，杭州都绿码了余杭不认，各个社区都不认，管你什么码社区说不让进就不让进，杭州说黄码隔离七天社区说我们街道要求14天，呵呵呵,0
真的太期待听到国家宣布疫情解除了，第一次如此期待去学校[允悲],0
这是倒春寒吧，过去后就是春暖花开,1
这样才对 希望把上次收到的20万养老钱也可以退回去,1
拒绝老人捐款吧。老人也很不容易啊。,1
河南教育人口两千多万，物资现在正是急缺，匮乏，几乎全国都延迟了，我们这个疫情第三，人口第一的大省没延迟，开学自备一月口罩，我上哪弄那,0
医护人员真的太辛苦了 我们在疫情过后只求少一点医闹，就这一点要求,0
危险性太高了，不管是患者还是医生护士，我都希望你们平平安安的[心],1
喜欢宣传这种。国家有十五亿人口，你只有一个母亲。或许这是她的职业道德，她的大无畏，她可以这么选择，但是不喜欢媒体拿来大肆渲染,1
疫情结束后希望年青人树立正确人生导向，把高薪留给一线科研人员，演艺明星是强不了国的。这次疫情，实业界科技界以亿为单位捐赠，演艺界除了韩红， 演艺明星们并末涌跃捐赠，体育明星也没见几个捐款的!。以前成名了捞够的都移民了。国家兴靠教育科技医疗，所以要树立全民崇尚医生，科学家，教师，军人,1
网课真的老师累，学生累，家长累。天天忙着各种APP拍照录视频录音打卡，大家都太难了[泪][泪][泪][泪],0
教育部看到了！可是学校看不到的啊！,0
河南能管管吗，不管十七号开学千万学子送人头[哼],0
命名是为了以后国际上提起这个病毒，不地区歧视，才积极起名的。世界卫生组织说过，不然一提起，外国人只会想到中国病毒，中国肺炎，这种地区歧视的名字。,0
请所有人，想批评中国的所有人。像饭圈女孩一样精准点骂。本意骂哪个就坚持骂哪个。别被带节奏成中国整个都垃圾，西方民主最高尚。,0
请相关责任人妥善安排这些司机后续的患病排查工作，他们也算是冲在一线，是很容易被传染的！唉，太难受了，这到底是多烂的政府！,0
确诊依据改了，阳性无症状不萌确诊。,0
河南部分学校通知17号开学（六天以后），并且让学生自己准备口罩，现在前线口罩都不够用，请问我们去哪里准备口罩，大部分省都推迟到三月份了，请问河南学生的命不是命，这就是所谓的河南硬核吗，河南教育局能不能给个通知，到底延长假期吗,0
看看肺炎超话吧……还是有人没床位[失望][失望][失望][失望],0
国家都是为我们着想，希望下面严格执行,1
正常人最起码从24号开始就已经不出门了，那些说正常生活轨迹的，疫情可能就是因为你们才看不到拐点，醒醒吧,1
啥时候高层也能来基层体会一下基层累不累，发命令是很轻松噢[笑哈哈],0
规则变了，从今起，得这么看:新增+临床+疑似。三个降了才是真·降了,0
坐标重灾区汉口。没人排查，没人测体温没人打消毒水，小区封了社区也不送菜[摊手]这是要我们咋过？,0
后天就是14号了，武汉怎么复工复产，什么时候出通知呢……,0
能别做秀了吗？网上求助的频频看到，武汉真实的情况到底怎么样？能不能救救那些在网上呼喊的声音，我很怕他们真的被遗忘被自生自灭了,0
我们武汉真实的情况是很多小区都没有进行排查，我所在的小区进出没有管制，确诊的没有住进医院，社区和物业不作为，作为百姓我们真的很无力,0
一条垃圾的命跟一个医生的命没法同日而语啊,0
不得不说云南目前控制是好的，曲靖现在都做的挺好，我们小区也是早早的就在消毒，现在都没出现什么大面积的感染，希望我们云南继续保持,1
建议给老人开个反向操作通道，由工作人员扫老人的码，老人出门携带一张写有自己资料的的二维码卡出门，这样就不是一刀切的皆大欢喜，家中有儿女的儿女一次带写，独居老人由社区，居委会等带写，打印出来就可以了……中国必胜！,1
看看河南啊[泪][泪][泪]2.17开学？？？,1
谁回武汉啊。不要命了啊,0
如何强迫外地职工回武汉送人头[疑问],0
我晕 这是铁了心要14号复工啦？ 感情武汉人的命真就贱了 还不如一点gdp重要？ 我爹妈工作都与防疫无关 14号就要复工 我家里还有爷爷奶奶两个老人 现在他俩还都是健康的 非得闹得武汉人都家破人亡？,0
14号复工，你们不发通知延迟？？？？,0
我就好奇了歧视医生及家属的还是人吗？我们小区因为有要去湖北援助的大夫，整个小区的邻居都像送壮士出征一样，在业主群大家还捐了很多口罩给他，虽然人家没要，但我觉得这才是正常人的反应。,1
带病回乡不肖儿郎  传染爹娘丧尽天良,0
让这些故意隐瞒的最好是自费医疗，然后上征信,0
我外公酒店隔离，没医生没药，早上泡面，中午晚上冷盒饭，几天就走了。谁还敢去？,0
江苏援助武汉那个如果是真的麻烦给个说法，假的麻烦辟谣一下,0
口罩要怎样二次利用[疑问]前天说喷酒精，昨天说会中毒，要上锅蒸，今天说蒸了没用，要用吹风机[抠鼻]到底哪个是专家，哪个是砖家，我们已经无力分辨了[再见],0
到底行不行，一天一个说法,0
原来有1499个重症病人在家里[泪],0
顶我上去！说什么大实话…下午我们小区还跳楼自杀了…武汉市硚口区广电江湾属于古田街道，罗家墩社区，病人梁述滔70岁，今天下午14点57分因一直未安排确诊核酸检查，无法血液透析，医院不收，跳楼自杀，物业、社区、医院都不管！社区紧闭大门 不安排车辆 送老人透析！！！,0
马书记，我们整个小区都没有收到排查电话，我们都是那1%吗？,0
我他妈气笑了，那么多还在排队的得病患者，你给我说明天把疑似患者清零，你他妈自己怎么不去现场清零,0
难道重点不是关心一下保洁员？过年还要辛苦工作，还因为工作染病了[淚],0
江苏物资的事能给个官方回答吗？真实情况到底如何大家都非常关心????,0
辟谣！江苏医护人员的个人行李已全部收到，一件没少,1
江苏物资都辟谣了大家不要再骂了，封城也骂不封也骂，封早封晚还要骂，到底是政府把疫情带到全国各地还是某些“逃难者”带走的？天天揪着政府骂，人家告诉你别跑了的时候不也照样跑的哪都是吗？开头怪也就怪了，后面全是自己不听话就别再针对带节奏了,1
关于物资滞留的事，我建议注意辨别和错位思考一下。这种事情你就是叫一个杀人犯来他也干不出来。湖北一天要接国内国外各种支援，应该只是管理乱了。可以求查证，别上来就骂,1
湖北清零有望？明天如果还看到有新冠肺炎患者及其家属在微博求助的，大家一定要骂他们恨国蛆境外势力香港废青台湾势力美分间谍境外敌对者！??,0
听说有老人家无法就诊直接跳楼了，怎么说？,0
我周围的人都没有被排查 微博上很多人也说没有排查 难道我们都是1%[微笑][微笑][微笑],0
春天来了，拐点也不远了????,1
给大家说个好消息！我的家乡小梧州确诊五例，五例全治愈啦！！其他的也一定能战胜病毒的,1
请停止收取普通人的一生积蓄或者收入！尤其是孤寡老人，更尤其那些拾荒为生的老人！还有生活贫困人员！国家现在缺的不是钱！请停止这样的宣传！！他们的钱一分都不能要。我们国家那么强大，还用得着这点钱吗？那可能是人家的养老钱或者救命钱！媒体也别再宣传这些了，令人作呕。 ???,0
不要再宣传老人捐款了，这个国家应该是老有所养，而不是掏空老人家底！！！！支持的点赞！,0
：事实证明现在没有外部敌人能打倒我们，脱缰的官僚主义才是我们的最大敌人,0
形式主义真是太多了，都是面子上的事,0
李医生是个好大夫，但是我还是想说好多人真把他神化了。发现病毒并坚持上报的张继先医生存在感好低。哈哈。一个并没有主观对公众示警的眼科医生却成了神的存在。,0
治愈的数字千真万确，但死亡呢,0
希望小黄线消失，我想出去喝奶茶[泪],0
公信力没了，一而再再而三，信任再没有了。,0
