comment,sentiment,,,,
端午佳节北京平谷区政府、法院集结百名警察，不明社会人员在黄松峪乡黑豆峪村山水放歌小区进行所谓强拆执法。从未与租户进行前期沟通与疏导的情况下，暴力执法导致人员受伤影响恶劣,0,,,,
说实话，为了自己也为了别人，湖北其他市出来的都应该向武汉那样持核酸检测报告。说歧视的都别来杠，因为我就在武汉,1,,,,
当初，湖北解禁就是一个极具风险的决定,0,,,,
搞不太明白，为什么在家的时候不确诊呢？一出来就有症状？,0,,,,
浙江今天也有两个湖北无症状输入的，这种都不知道怎么预防了无症状,0,,,,
在鄂叫无症状，出鄂成确诊，看来标准不同,0,,,,
之前以为好多了，在地铁上我都不怎么扫码，今天开始天天扫了[允悲]以防万一不然找不到人,0,,,,
之前以为好多了，在地铁上我都不怎么扫码，今天开始天天扫了[允悲]以防万一不然找不到人,0,,,,
别跟我杠路上感染  动车才六个小时 第二天检测 间隔不超过二十四小时IgM IgG都是阳性 感染到产生抗体最少一周,0,,,,
我先声明不歧视湖北人。前一段复工不招湖北人还是有一点道理的,1,,,,
现在谁能站出来解释一下，都过去这么多月了，这些无症状这么牛逼啊。一主动检测就变成阳性了，也这么牛逼啊,0,,,,
这么远的路途，还做过地铁就只隔离34人？我们这密切接触者的密切接触者的密切接触者都得隔离，已隔离上千人了。注意上千人可不是一千人,0,,,,
特殊时期 委屈大家了 舒兰加油 东北加油 中国加油,1,,,,
吉林加油，热干面为烤冷面加油,1,,,,
吉林人瑟瑟发抖。没想到，决赛圈突然刷到了我们这,0,,,,
希望吉林尽快控制住疫情扩散面积，辛苦一线人员，希望早日恢复正常。加油！！！,1,,,,
吉林省啥时候公布昨天确诊的十一个人的详细行踪轨迹？还是不能掉以轻心,0,,,,
吉林省啥时候公布昨天确诊的十一个人的详细行踪轨迹？还是不能掉以轻心,0,,,,
作为黑龙江人，深深地表示同情，跟我们半个多月前的心情一样，希望疫情早日结束,1,,,,
舒兰市要是决赛圈，那我们丰满区怕不是突出其来的轰炸圈了[跪了]就很倒霉，咋还有俩我们这的,0,,,,
自己提高警惕，没有人会天天管着你！自己生命都不珍惜，让别人帮你珍惜啊？,1,,,,
正月里打算结婚、延期了、六月打算结婚.还是结不了,0,,,,
 新增3例均为舒兰市？！还是均为舒兰市确诊病例密切接触者？ 新闻标题能不能严谨点？,0,,,,
吉林这么严重，今天长春开学了，什么情况？,0,,,,
有一说一，这次疫情韩国种种措施让我对韩国刮目相看,1,,,,
建国同志一个人在外国要注意安全,1,,,,
一天到晚想着复工，想着经济，想着钱，在他眼里钱比命重要,0,,,,
广东退出决赛圈 加入群聊,1,,,,
今天 河北 上海 广东商量好给学生惊喜啊,1,,,,
北京，最后的王者,1,,,,
突然有点不想开学，不过网课也上累了,0,,,,
单日确诊50万？有那个检测能力？,0,,,,
川建国：我们没有这么多试剂盒,0,,,,
希望四月大家都可以摘下口罩出门走走。,1,,,,
国内渐渐转向好情况，防不住别的国家感染的人再来啊。真希望疫情能早点过去。,1,,,,
你是说，我还要在家待差不多一个月？[生病]我要疯了,0,,,,
我也知道到了立夏，病毒都溜了,1,,,,
跟天气热没有必然关系，新加坡就是例子，该传染还会传染，关键还是要靠防疫措施要做好,0,,,,
这个病毒要56度以上，30分钟才能搞死，单纯立夏不行的哇,0,,,,
英雄武汉，依然花开， 珞樱缤纷，谁人不爱， 独自绽放，随雨飘零， 来年三月，再约粉白。,1,,,,
这里不会再落寞[心]明年人山人海也赴约,1,,,,
平民百姓呢，在家等凉凉吗,0,,,,
又是高层？剧情演了一遍又一遍啊,0,,,,
西班牙怎么疯狂增长,0,,,,
病毒对官员很重视,0,,,,
疫情结束以后一定要好好给她们做心理辅导,1,,,,
致敬每一位替我们负重逆行的巾帼英雄,1,,,,
李大姐 73岁了还战斗在一线！真是老而弥坚 鞠躬尽瘁啊！！,1,,,,
向这些可爱的白衣天使们！致敬,1,,,,
致敬英雄，平安归来！春暖花开，“鼠”你最美！,1,,,,
我的女朋友也是个护士，她也支援武汉去了，希望她平安，等她回来我要娶这个世界上最漂亮的女孩,1,,,,
唉，多惨啊！明知自己有还去传染他人，这种人太歹毒了,0,,,,
感觉除了美国，全世界都接受了教训，期待慢慢恢复吧,1,,,,
她们是新时代最可爱的人,1,,,,
学校如果能核酸检测，封闭式管理，那么还是相对安全的。不能封闭管理，则危险系数非常大。。。。,0,,,,
 为什么我觉得只有疫苗才能拯救世界了呢,0,,,,
新冠让金毛首相变得理智了些，也不算太亏,1,,,,
 说话有水平，但是感觉欧美的文化导致欧美是控制不住的感觉,0,,,,
这5月都过了快一半了，想起来隔离了？,0,,,,
现在才开始要求隔离？ 这不都是一定要做的事情吗 这速度,0,,,,
法国也是入境不查温不检测不隔离的。。要不他们能接回来这么人多吗……机组人员也不隔离.... 可能想趁疫情没结束赶紧都接回来，要不等疫情好转了，接人回来就得各种措施了需要大量人力物力财力了，还有更大风险。。,0,,,,
能不能不这么报告，为什么文案都一样，乍一看都懵，到底多少，怎么看不明白,0,,,,
这势头...做好个护与它战一场，加油！必胜,1,,,,
希望不要再有新增了……,1,,,,
在外的游子梦注意安全，保护好自己，这是来自祖国母亲的关爱,1,,,,
在外同胞注意安全，保护好自己！,1,,,,
祖国永远都是最爱你们最保护你们最支持你们的坚强后盾。,1,,,,
希望疫情能够赶快过去，也向所有一线医护工作者们致敬。,1,,,,
每次开会都说的特别振奋人心，但是到了基层执行的时候，很多东西真的达不到,0,,,,
众志成城，共抗疫情[加油],1,,,,
团结就是力量！共同抗疫！,1,,,,
人多力量大，中国人民的团结精神真不是盖的[赞]。,1,,,,
戴口罩，勤洗手，少聚餐！疫情防控不松懈！,1,,,,
看来炎热的天气对病毒的抑制有限,1,,,,
太晚了吧…我们2月入境英国就自觉的自我隔离14天了，也没人要求，过海关连体温也没人量，连有人问句从哪来都没有的…,0,,,,
无症状感染者开始没有症状，仅核酸阳性，之后出现症状，这类属于潜伏期。过了潜伏期也没症状，就属于携带者，这才是真正的无症状感染者。有症状的感染者可以隔离，无症状感染者因难发现，就有不断传染给健康人的风险，消灭病毒的难度就大。并且病毒有可能潜伏下来，使有些人成为携带者，防控就很麻烦。,0,,,,
照这个状况，高校开学遥遥无期，一旦国外回来个感染者，后果极为可怕,0,,,,
新冠属于“地球重启”模式下的“突击队”，后面还不知道跟着什么“牛鬼蛇神”。。。。,0,,,,
谁不希望当地经济向好呢。这节骨眼，还是居家修养实在,1,,,,
 我觉得到时候一定有几个不怕死的中国游客跑去送人头……,0,,,,
就在温疫肆意横行的今天，重庆渝中区政在疫情中聚集上百人疯狂对渝中区菜园坝火车站渝铁村、王家坡新村所谓的棚户区进行爆力逼迁，这群逼迁人中居然有武汉人，这是怎样一种强权，弃天下民意而不顾，为了一方私利在疫情中肆意祸害人民生命安全，传染病毒，与党的全民抗疫精神对立。    ,0,,,,
 舆论焦点放到美国，国内大流民你们谁看得见？,0,,,,
口罩带来安全感，就怕以后摘不掉了！,0,,,,
我发现平时感冒的时候经常有这样的情况：我被同事传染后，比同事的症状轻。是否病毒在人体中呆上几天后就会进化为毒力较轻的种类。有没有无症状感染者传染他人并转为重症的例子？,0,,,,
等到疫苗就好了，所以疫苗开发者真的是和时间赛跑，压力很大,1,,,,
不可能铲除的一干二净，希望所有人都保护好自己吧，毕竟一开学阻止不了扎堆,0,,,,
没完成大规模爆发？？？？！！！！就行了？？？！！！！国士就是国士，，，多少算爆发？？？？怎样算就行了？？？！！！,0,,,,
只要防护意识提高了，病毒应该会无处躲藏了吧??。,1,,,,
 长夜终去，黎明将至[心] 武汉，春暖花开吖,1,,,,
武汉一定会乘着这次同心协力对抗疫情的经历凝聚起更加坚定的信心发展成为更好的现代化堡垒城市,1,,,,
3月11号已经确诊了，都出现症状了，队医认为无需去医院治疗，这特么什么情况？赶紧回国治疗吧。,0,,,,
我正式宣布希望向美方捐助四百亿美金，一千万个口罩，一百万套防护服。请问够不够，不够我再喝点！,1,,,,
抓紧治疗，控制在轻症，绝对不能转为重症。,1,,,,
武大樱花被保护最好的一年，可惜没有观众。希望明年后年以及以后大家都能带着素质去赏花,1,,,,
这不是雨，是樱花雪,1,,,,
我们这些回武汉（郊区农村）过年的，已经在家隔离两个月了！强烈要求回外地复工！我们愿意配合身体检查，请政府放行！工作地都已经开工了！请政府考虑一下我们的生计！不考虑民生，一刀切也是懒政，渎职！国外疫情严重可以回国。封城前跑掉的人都没事了。不能这样一直欺负我们这些听党指挥的老实人,1,,,,
作为广西人的我，个人观点是:之前因疫情原因，已休息够够的了所以不放假也是可以理解的。在疫情期间本来就应减少聚集和扎堆。现阶段努力工作，出门戴口罩。,1,,,,
 好突然，希望各地都加强防控吧,1,,,,
医护人员真的都要照顾好自己呀  你们辛苦,1,,,,
我不信，新冠明明是阴谋[doge],0,,,,
凡时行者，春时应暖而反大寒，夏时应热而反大凉，秋时应凉而反大热，冬时应寒而反大温，此非其时而有其气。《伤寒杂病论》,1,,,,
庚子鼠年疾病广 虎狼满山川 洪水冲断船,0,,,,
大胆的开学就行了，都怕担责任,0,,,,
教育部看看，钟老发话了，我家小学生要快点开学呀呀呀呀呀呀呀呀呀呀呀！,1,,,,
哇，钟老说话了，终于看到开学的苗头了,1,,,,
评论里冷嘲热讽要留学的，说这个时候了还想着出国的，你知道为了留学我们付出了多少吗？这个时候怎么就不能想出国留学了？谁也无法预计半年之后疫情怎么样，我们一直抱有希望，如果说现在不能想着出国留学的话，那你现在还想着吃饭睡觉吗？都这个时候了你不会还想着吃饭睡觉吧,0,,,,
怎么了 出国花你们家钱了？谁想当今年有这个事？杠精给??爬,0,,,,
国内的杠精们就是仇富心理严重 在没人会坏到这个程度,1,,,,
钟老真是国宝级人物！感觉钟老显得沧桑了很多，钟老注意身体！???? ???? ????,1,,,,
病毒这问题，真的是不可预见的，他都八十多岁了，还在一线，却被喷来喷去的……他会尽自己所能解决问题，,1,,,,
希望如此[好喜歡]也希望钟老保重身体啊,1,,,,
那得是排除国外回流吧，如果其他国家继续增长，压力非常大,0,,,,
希望四月大家都可以摘下口罩出门走走。,1,,,,
符合祖国医学对瘟疫流行的概述，衰于惊蛰。,1,,,,
所以湖北除武汉什么时候恢复正常生活,0,,,,
坚持了这么久，终于有所缓和，我们要再接再厉，坚持最后的阶段。,1,,,,
疫情爆发，才知道钟南山这个名字，原来是位八十多岁的老人，健硕的身材，精神矍铄，根本不像这么大年纪的人。四十几天的努力付出，脸上多了一丝憔悴，钟老辛苦了！,1,,,,
哎，大家都不好过呀，中国有多少人因为疫情失业，破产,0,,,,
都很难吧 咱们也有挺多倒闭的小企业 我家这头就有电影院倒闭关门了,0,,,,
稍为用点脑就知道肯定会取消的 只不过是迟早宣布问题  那些日本商家都不看国际新闻的吗 现在全世界都有疫情 就算单独你们日本没事 你们国家领导也不会冒被大规模风险让其它国家的人来,0,,,,
本次疫情，除了防护物资，各行各业或多或少都受影响，幼儿园、学校附近的小门市，饭店，出租车哪个都不好受……,0,,,,
全球疫情蔓延严重，估计奥运会是要延期。日本这也是背，好不容易举办次奥运会碰上新冠，天灾人祸也没办法了。经济损失惨重！,0,,,,
美股连续熔断破产的更多，还有大宗商品石油的暴涨暴跌[二哈][二哈]不可想象,0,,,,
就算到时候日本控制住了疫情，如果别的国家没有控制好，日本能承受得了国外疯狂的输入吗！,0,,,,
哪怕就是如期办，观众人数也不会像以前那么多吧,0,,,,
我觉得东京奥运会可能推迟，但不会取消，所以这些商家的商品还是有销路的。坚持！,1,,,,
今年应该全球经济都会很糟糕，疫情和是美股熔断,0,,,,
本来我觉得建方舱医院有待商榷，一看到这么多“境外人士”清一色指责建方舱医院，那我坚定了认为一定要建，要把人民生命安全放在首位，要让世界人民看看华夏民族团结一致！,1,,,,
只有伟大的社会主义中国能够做到这一点，发现一例，确诊一例，治疗一例。,1,,,,
 咱能不能少进口了,0,,,,
为了人民身体健康，都不能不进口疫情国家的冷冻食品吗？,0,,,,
就地隔离，支持防疫,1,,,,
大学生辛苦了,1,,,,
 的确，开会防控一套一套的，到了自己这里，就简单登记了？不可！,0,,,,
 严格遵守防疫规定，这事不是应该人人遵守吗,1,,,,
疫情当前，就该全民配合，有官了不起吗，明明应该以身作则的！,0,,,,
防控还是不能松懈，加油！！！,1,,,,
丰台全区核酸过筛子，患病人数随着时间大幅下降，别的区防控不能放松，仍有可能出现病例上升的可能,1,,,,
防护不能松！口罩不能脱[加油][加油][加油],1,,,,
个人防护依然要注意,1,,,,
北京为抗击疫情做出的巨大努力有目共睹。相信北京会越来越好[心]早日清零  加油[加油],1,,,,
北京为抗击疫情做出的巨大努力有目共睹。相信北京会越来越好[心]早日清零  加油[加油],1,,,,
好消息，好消息，北京很快就会清零的了，现在都想去北京玩了，开开心心的玩,1,,,,
都TM集中隔离了还隐瞒呢？说他妈他们爱北京我能信么！,0,,,,
这不是害人又害己吗 这也反映出出现症状一定要重视起来绝对不能隐瞒,0,,,,
给你治病又不要你的钱，你干嘛隐瞒呢…,0,,,,
北京很快清零了，病毒遇到我们也是怕的，我们真的跟它在对着干，你赶紧走吧[doge][doge][doge],1,,,,
咱们中国是防御最好的，为咱们祖国点点赞,1,,,,
输入性病例又多了起来，北京本土病例继续维持各位数。现在看来北京、上海、广州还是防疫的重中之重。同时这些地方也是经济重地，复工复产也要抓紧。疫情是生命，而经济则是民生。,0,,,,
为什么印度国籍可以进来了？！？！？,0,,,,
一定要严格把关，拒绝外面有问题的人回来，很多都是香蕉人,0,,,,
国外疫情水深火热，我们继续做好防护，加油??,1,,,,
看个新闻没病都能吓出病来[跪了],0,,,,
公共场合再怎么防护都不为过！就怕防不胜防,1,,,,
确保高考环境无忧，考生们可以放心的参加考试了！希望你们考出好成绩～,1,,,,
安全很重要的，希望考生考出好成绩,1,,,,
确保高考环境无忧，考生考出好成绩，成为这特殊一年的转运～,1,,,,
最近我们都不敢出去吃饭，大北京早点好起来吧！,1,,,,
所以说不带口罩的饭店是最危险的，电影院怕有风险不让开，然后饭店接二连三出事，也没见一刀切都关了，好笑,0,,,,
她工作干了几年说出来有啥意义?关现在啥事儿，啥重点都不说，废话一堆，说出来凑时间呢?老百姓关心她做了几年家教?咋滴好了之后找她来做家教吗?就说有用的东西不行吗，去过哪儿，接触过什么小区，什么程度的接触。每天的通报都跟没说一样还通报个啥,0,,,,
是家庭教师，不是学校教师，不要过度惊慌。,1,,,,
只要疫情期间没有上门给辅导功课就不会有问题，不要炒作！,1,,,,
关系她职业有什么事？为什么把老师推上去？这不是在蹭老师的热度？,0,,,,
个人觉得，北京真的控制很好了！人口密集流动量大！之前特担心呢！愿早日清零，恢复正常生活！！一起加油吧??,1,,,,
我不认为北京疫情失控，也不认为这是大爆发。每天十几例的增长，是稳定的，平缓的，这说明病毒的传播得到了抑制。只要政府加强防控，加大检测，北京市民积极配合，做好防护，北京一定会最短时间内恢复常态。#北京16天确诊297例#,1,,,,
给力，专业的防护措施真的很重要,1,,,,
只要分流分的多，早晚会清零。[坏笑][坏笑],1,,,,
北京的境外输入都分流到别的城市了，清零有意义吗,0,,,,
航班转移到其他城市，自然清零了??,0,,,,
能公布的具体点吗？昌平哪个街道哪个小区以及活动轨迹[思考],0,,,,
人类命运是共同体，真的是担心美国的疫情会完全失去控制，希望美国政府立即采取措施控制疫情蔓延，真正负起该负的责任来。,1,,,,
每天新增四万！这速度无国能敌！全球抗疫最失败的国家！美国政府无能不作为！生活在中国才是最幸福的????,1,,,,
入口的东西可得把关好,1,,,,
市场那么多，潮湿环境那么多，为什么就会选择武汉和新发地这两个最大的批发市场呢？而且还是只有这两个地方接触的人才会传染。这不应该我们好好想想是不是有人在故意捣乱吗？,0,,,,
很详尽，核对这里的明细，有重合的朋友都可以去做个核酸检测??防控不松懈，重视不恐慌??,1,,,,
所以现在还需要把学生圈养在学校里吗？封在学校里一个多月了不给出门,0,,,,
大学啥时候解封[泪],0,,,,
低风险地区大学解封了吗,0,,,,
一抓就死，一放就乱，这是自上而下管理方式的必然结果。,0,,,,
1780？这种时期居然倒卖核酸检测名额？必须严惩！,0,,,,
：这种想要发国难财的，通通给我抓起来！,0,,,,
所以现在的检测费确实不贵，你看黄牛加价这么多都能卖出去[允悲],0,,,,
自己不把新冠当回事，还组织聚会拒绝检测，活该！,0,,,,
这不是 来北京需要配带氧气瓶比赛·如果有新冠疫苗也拒绝注射·疫情期间组织多名球员跨国一起办表演赛且现场4000个观众不戴口罩比完赛还去夜店嗨皮·觉得意念可以净化污水·得知一起比赛同事得了病不立刻隔离检测要从一个国家飞到另一个国家才检测的 那个人嘛！！,0,,,,
满意！尤其是酸奶！酸奶太给力了！,1,,,,
2019年觉得一切很难，训练跟不上伤病没恢复，“马龙完成了三连冠的壮举”，2020年意外多过一切，但人的力量却是无穷的，相信他，相信所有逐梦路上的健儿，加油,1,,,,
2019年觉得一切很难，训练跟不上伤病没恢复，“马龙完成了三连冠的壮举”，2020年意外多过一切，但人的力量却是无穷的，相信他，相信所有逐梦路上的健儿，加油,1,,,,
社区核酸检测也不给纸质报告啊?????♂?,0,,,,
强烈不建议博奥检测，五天了都没出结果，等出来了也过了7天了……所谓的免费检测，就是这样吗,0,,,,
检测结果七天有效。五天还没收到结果[笑cry],0,,,,
拿着报告才可以出京，几乎就是掩耳盗铃，毕竟大多数人做完报告隔几天才出京的，照样接触快递，逛超市，甚至之前还聚集排队做核酸…,0,,,,
检测速度一定要及时有效！,1,,,,
我今天上午的核酸检测，app上预约的时候显示两天出结果，结果做完核酸检测告诉我三天出结果，我26号早上的机票是不是来不及了[跪了][跪了][跪了],0,,,,
一天几十万的检测量，也要检测几个月才能把北京的检测完，不要玩了庞大的基数，但是跑在病毒前面的想法和动作是正确的。,0,,,,
辛辛苦苦去送外卖，没想到被确诊了，辛苦外卖员了[心],1,,,,
不要过度焦虑，配合工作[加油],1,,,,
在外奔波的工作总是比较容易被传播的 请一定保护好自己 装备配齐,1,,,,
不要道德绑架，人家送外卖也是为了生活，谁也不愿摊上这件事情，如果害怕就不要懒惰自己做饭，不要点外卖..,1,,,,
看到这个新闻真的有点难受  47岁的外卖员 父亲的年纪 养家糊口每天接50单从早上七点工作到晚上九点钟 还会接妻子下班回家  并没有圣母 只是觉得大家都是平平常常的普通人 说不清楚但就是有点难受,0,,,,
底层百姓真的苦[悲伤],0,,,,
为什么没人关心他如何感染的呢？,0,,,,
怕、送外卖人员优先做核酸。,0,,,,
建议北京人别乱跑了，听从指挥共克时艰,1,,,,
我寻思这没人管了？,0,,,,
春天来了，会越来越好的,1,,,,
严防境外输入！,1,,,,
等着你们樱花照常盛开,1,,,,
加油！稳住！,1,,,,
坚持坚持再坚持！曙光就在前方，同志们绝对不能松懈大意！,1,,,,
武汉市硚口区中建御景星城三月新增5例疑似，社区不作为，不公开新增来源，详情看我微博第一条。希望大家帮忙转发扩散，不要让疫情在收尾阶段又恶化，我们不想拖全国人民后腿！,1,,,,
武大的樱花我欠你一张票,1,,,,
紧要关头，不要松懈！加油加油??,1,,,,
喜听捷报频传！,1,,,,
太好了,1,,,,
期待“0”,1,,,,
春天来了，会越来越好的,1,,,,
等到春天去看樱花??,1,,,,
武汉加油??武汉必胜,1,,,,
春暖花开时遍地飘0,1,,,,
武汉加油！！！！,1,,,,
胜利在望！继续保持！,1,,,,
加油??,1,,,,
好事情越来越多了,1,,,,
加油,1,,,,
也就是说半数小区有毒！,0,,,,
把病传到了全球，现在自己好了，挺好,1,,,,
????????????????,1,,,,
抗肺炎中国是一面旗帜，除夕大年出发，四万多名医护人员奔赴前线，10天建2座医院，14亿人，一声令下，农村城市，急刹车，过年不拜年隔离，出门带口罩，这就是中国速度，这就是中国精神！疾风知劲草，中国速度真的不是和你吹！??严防境外输入！,1,,,,
感谢这一张张美丽的脸！谢谢你们！！！你们是最可爱的人！,1,,,,
希望所有方舱医院关门大吉,1,,,,
致敬，最可爱的人！,1,,,,
辛苦了，白衣天使们,1,,,,
辛苦了，白衣天使们,1,,,,
漂亮的小姐姐,1,,,,
好清秀的姑娘啊,1,,,,
辛苦了你们是最美女战士,1,,,,
谢谢你们,1,,,,
辛苦你们了,1,,,,
为了拍个视频，现在摘口罩很不安全的,0,,,,
你们好可耐！我好稀饭！,1,,,,
辛苦了,1,,,,
好好休息真的辛苦了！！！你们是国家的骄傲,1,,,,
关门大吉，大吉大利！,1,,,,
妈的，又是泪流满面看完的,1,,,,
武汉人泪奔有一说一，谢谢全国各地的支援,1,,,,
祝贺关门大吉。,1,,,,
看到里面空了，高兴。,1,,,,
经过新冠肺炎我明白了一个一生的疑惑，原来外国也没有那么好！生在中国才有最强大的自豪感,1,,,,
终将载入史册,1,,,,
从来没有从天而降的英雄，有的，只有挺身而出的凡人。致敬白衣天使，致敬每一位奋战在一线的逆行者,1,,,,
我想去江西、青海，想去他们工作的地方，看看他们的脸”,1,,,,
说穿纸尿裤印象最深的小姐姐那段，不好意思说笑了，好可爱。后面眼泪不自觉留下??,1,,,,
终于关门了！！,1,,,,
别了，方舱医院,1,,,,
功德圆满，关门大吉,1,,,,
这曾经是战场，也是爱的传递场。关闭了战场，传递了爱,1,,,,
还记得方舱医院在开始的时候，白岩松采访王辰，王辰说方舱医院不是最好的，但是是最有效的！现在关门大吉了，回想这30多天，像梦一样,1,,,,
祝贺关门大吉,1,,,,
“但我们回去了，他们才能回家”,1,,,,
被这话感动到,1,,,,
生命之仓，告别演出，再见方舱，不是每一种“关门”都有悲情，祝关门大吉。与我们国人永世不再相见。????????????,1,,,,
好！,1,,,,
关门大吉，以后用不上,1,,,,
和这段故事这段时间说再见,1,,,,
再见,1,,,,
别了方舱医院??,1,,,,
看得我抑制不住的流眼泪,1,,,,
胜利就在前方！！！！！医务人员们辛苦了,1,,,,
祝贺，关门大吉！,1,,,,
永别了，方舱医院！今生今世，永不再见！,1,,,,
真好，期待全民脱口罩的那天,1,,,,
加油加油加油！,1,,,,
辛苦啦,1,,,,
加油坚持就是胜利??防止境外输入感染要给力啊??????,1,,,,
加油加油加油啊！！！！！！！,1,,,,
真好，太好了。,1,,,,
武汉加油！湖北加油！中国加油！期待疫情马上结束！,1,,,,
好消息，总会到来！坐等,1,,,,
武汉加油！,1,,,,
加油！加油！太好了！马上就要春暖花开了？,1,,,,
加油加油！早点结束！,1,,,,
加油??,1,,,,
什么时候滞留湖北非武汉的人员可以回到自己家！,0,,,,
加油，太好了！,1,,,,
祝方舱医院和两山医院早日倒闭,1,,,,
加油,1,,,,
??????越来越好,1,,,,
治愈越来越多了，这是个好消息，加油！,1,,,,
加油,1,,,,
时间现在站在中国人一边了，加油,1,,,,
武汉加油！！湖北加油！！！,1,,,,
加油,1,,,,
武汉加油！胜利快到来！！,1,,,,
武汉加油,1,,,,
加油,1,,,,
加油,1,,,,
武汉加油！！！！！,1,,,,
加油加油！,1,,,,
加油!!,1,,,,
形韬光养晦，想往前走必须面对艰险行程，巨浪冲天，现在西方国家另加“中国公知”一直想看中国的笑话，但一路走来，中国却屡屡让这帮人失望再失望。日出东方，喷薄而出，只要中国能踏实走好每一步，及时纠偏实事求是，百年前西方人眼中的这个差学生，必将登顶！,1,,,,
五千年来我们一直是王者，现在只是要重回巅峰,1,,,,
说得好！,1,,,,
希望这一切早日结束，一切都能回到正轨，我们会越来越幸福的,1,,,,
外贸单退到不行啊，国外没有控制下来，今年做出口的提前过冬啊,0,,,,
国家各行各业都在忙着复工复产，上海的青客公寓居然不给租户退房，强制要求续租，已到期却还要还租金贷款，房子退不掉，押金不给退，又要还贷款，平台电话打不通，房管员集体失联。几百受害者投诉无门，请正义媒体看看我们吧。,0,,,,
加油，一切不好的都会结束的,1,,,,
新动力，新出发,1,,,,
但是严谨来说，出口作为拉动经济的三大马车之一，地位举足轻重。由于疫情，中国包括世界经济目前发展很艰难，我觉得今年目标定在GDP不负增长都不大过分……,0,,,,
对于出口企业，就举步维艰了,0,,,,
从新出发！一切都会好起来的！,1,,,,
加油，相信我们的国家！,1,,,,
预测：过几天就有公知狗说，这么热的天，医护怎么好意思在里面舒服的检测？外边多病患，这是把健康的推向病患中。然后一堆跟风,0,,,,
希望不要再隐瞒病情了，祖国永远会保护你[心],1,,,,
就应该这样，本来工作量就大，还太阳下穿防护服，这是要医护人员的命啊,1,,,,
为什么不找证据而是等证据,0,,,,
有没有心啊？倒卖核酸检测名额？,0,,,,
发国难财必须严惩??,0,,,,
希望不要再隐瞒病情了，祖国永远会保护你[心],1,,,,
瞒报、谎报 就是自私 危害社会,0,,,,
积极配合政府防疫，希望疫情赶快过去,1,,,,
这个健康宝简直就是笑话，家住高风险地区健康宝还是绿色。和在其他区域的人是一样的。,0,,,,
健康宝有严重问题，我本来行程清楚，一直是绿码，回京填报登记，却因为社区下午三点停止录入率，只能等明天录入，明天晚上才可以核查绿码，这是啥效率啊，首善之区，一群官僚作风。,0,,,,
糟糕的日子熬过去，剩下的就是好运气 加油[心],1,,,,
我们这里真是无语，以前都在本校考，今年这么紧张，居然搬到另一个地方，而且让孩子家长自行解决住宿，我们学校是个住宿学校，两千多孩子加上家长，人生地不熟，真是坑娃啊,0,,,,
努力答题的前提下，注意安全,1,,,,
新北京话：核酸了吗您呐～,0,,,,
核算检测报告好几天都拿不到的，说明阴着呢，没人搭理你。 如果阳了，那就是阳炸了。立刻就会有人上门找您，那种舞泱泱的警车，保安，社区人员，簇拥在120救护车周围50米，穿着防护服来您家楼下等您上车，开关车门都有专人伺候您。非常有排面,0,,,,
严防严控 相信北京一定能控制好疫情 北京加油[心][加油],1,,,,
已经查完了5天没出报告，单位也不敢让去上班，居委会也不敢出证明同意去上班，所以现在是被抛弃的感觉[感冒][感冒],0,,,,
评论看的真寒心！在履行隔离和防护措施义务的前提下，海外华人回不回国是个人的权利！每周一个航班票价卖到两三万，且是2个月以后的票，隔离治疗费自理，选择回也是付出了代价承担了风险的。所以无论海外还是国内的人民都不要太自私了！海外的认真防护老实隔离，其他人做好自己的事别站着说话不腰疼。,0,,,,
他们后院烧干净都不着急，还到处泼脏水,0,,,,
川普病毒还差不多，整的国内乌烟瘴气。,0,,,,
美国那边是团体成建制污蔑中国，我们这里只有外交部孤独的在反击，社会名流，精英，科技新贵，富豪大佬，明星，个个都像缩头乌龟一样默不作声，看戏呢？,0,,,,
如果自我保护意识强，都戴口罩，事情不会这个样子,1,,,,
到底是新闻从业者门槛低了还是为了流量连脸都不要了？,0,,,,
希望10月能开学，还有个人想见一面[跪了],1,,,,
不要盲目高兴看看确诊病例这么分散，一定不能放松警惕！,1,,,,
加油，努力6月底前消灭战斗！7月中旬降至三级响应,1,,,,
现在大家心态都成熟了 不会刻意追求数字了。那五个无症状 大概率只是检测的早没症状 而已,1,,,,
报喜不报忧？看看今天朝阳公园餐饮业检测现场去？,0,,,,
看来没有想象的那么严重，不必恐慌，加强防范,1,,,,
这个政府的组织力和领导力世界最强！,1,,,,
认真负责的排查，防患于未然[中国赞],1,,,,
严格管理 加强管控 不外出 不聚集 远程办公 餐饮严控 不漫 不长 安全第一,1,,,,
本来计划回北京举办毕业10周年聚会呢，这弄的,0,,,,
新增递减，尽快清零,1,,,,
北京加油[加油][加油][加油][加油],1,,,,
我大陕西一定要挺住，加油????????,1,,,,
不可掉以轻心 继续战疫加油！,1,,,,
希望这个周末就到个位数,1,,,,
这个真掏出来了国际地位那就真不一样了,1,,,,
就算真研发出来了，白皮猪也不会感激我们，他们也会认为是我们应该的，他们现在都认为是我们的病毒传过去的,0,,,,
境外输入第一时间就可以控制住，这就是中国速度跟效率,1,,,,
闭环管理做到位，继续紧抓不松！,1,,,,
这种时候什么工作啊？！还允许外籍入境的，工作一定不可取代吧，不然不能理解,0,,,,
虽然讨厌美国政府自媒体摸黑中国，但是还是希望无辜的百姓不要受苦。[汗],0,,,,
